experiment,seed,metric_type,key,value,scale
shared_detach,43,class_scale,cow,0.1103579588728103,large
shared_detach,43,class_scale,diningtable,,small
shared_detach,43,class_scale,diningtable,0.0,medium
shared_detach,43,class_scale,diningtable,0.0155940594059405,large
shared_detach,43,class_scale,dog,,small
shared_detach,43,class_scale,dog,,medium
shared_detach,43,class_scale,dog,0.0065097848140077,large
shared_detach,43,class_scale,horse,0.0,small
shared_detach,43,class_scale,horse,0.0217391304347826,medium
shared_detach,43,class_scale,horse,0.3766487435157922,large
shared_detach,43,class_scale,motorbike,0.0,small
shared_detach,43,class_scale,motorbike,0.0,medium
shared_detach,43,class_scale,motorbike,0.2347951974590955,large
shared_detach,43,class_scale,person,0.1628217821782178,small
shared_detach,43,class_scale,person,0.1649355217869149,medium
shared_detach,43,class_scale,person,0.3849357373374773,large
shared_detach,43,class_scale,pottedplant,,small
shared_detach,43,class_scale,pottedplant,0.0036217907505036,medium
shared_detach,43,class_scale,pottedplant,0.1999999999999999,large
shared_detach,43,class_scale,sheep,0.0,small
shared_detach,43,class_scale,sheep,0.0,medium
shared_detach,43,class_scale,sheep,0.0,large
shared_detach,43,class_scale,sofa,,small
shared_detach,43,class_scale,sofa,0.0,medium
shared_detach,43,class_scale,sofa,0.1059148525220749,large
shared_detach,43,class_scale,train,,small
shared_detach,43,class_scale,train,0.0,medium
shared_detach,43,class_scale,train,0.3221573214205713,large
shared_detach,43,class_scale,tvmonitor,0.0,small
shared_detach,43,class_scale,tvmonitor,0.0504950495049505,medium
shared_detach,43,class_scale,tvmonitor,0.1285593594392942,large
shared_detach,43,iou,0.50,0.125140756368637,
shared_detach,43,iou,0.55,0.1221240535378456,
shared_detach,43,iou,0.60,0.1134717166423797,
shared_detach,43,iou,0.65,0.1084452718496322,
shared_detach,43,iou,0.70,0.0993745103478431,
shared_detach,43,iou,0.75,0.08576650172472,
shared_detach,43,iou,0.80,0.0627627819776535,
shared_detach,43,iou,0.85,0.0452371351420879,
shared_detach,43,iou,0.90,0.0183575879782438,
shared_detach,43,iou,0.95,0.0010462325299158,
shared_e2e,43,area,all,0.107321910560131,
shared_e2e,43,area,small,0.0584628023207187,
shared_e2e,43,area,medium,0.12041487544775,
shared_e2e,43,area,large,0.1408754289150238,
shared_e2e,43,class,aeroplane,0.0444817990064621,
shared_e2e,43,class,bicycle,0.0360836088657379,
shared_e2e,43,class,bird,0.1757907271385193,
shared_e2e,43,class,boat,0.0,
shared_e2e,43,class,bottle,0.2445988804101944,
shared_e2e,43,class,bus,0.0002759292256087,
shared_e2e,43,class,car,0.249001607298851,
shared_e2e,43,class,cat,0.1362915635108947,
shared_e2e,43,class,chair,0.1211659535765647,
shared_e2e,43,class,cow,0.0740974992513656,
shared_e2e,43,class,diningtable,0.0638283863663673,
